"Product","Blackbox flight data recorder by Nicholas Sherlock"
2568,14726553,-12,0,0,10000,1519,310,1,-7,-9,4,-5,-12,-10,96,-2042,42,118,-2092,158,160,158,159,-5516,124,162,-5965,3,-2,0,8127,0,0,0,-2,0,0,-1,2,2,0,0,0,0,0,0,-1,3,4,0,4,1,2,0,0,0,0,1,1,2,2,0,0,0,0,265,260,270,272,0,0,0,0,265,259,269,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-103,0,0,-2,-5516,124,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04999443946356411,0.004661223966395374,1.6491038812662522,0,0,0,"","","",NaN,NaN,NaN,NaN
2572,14728569,-12,0,0,10000,1519,310,2,-2,-10,8,14,-14,-18,113,-2043,-219,269,-2072,158,159,158,158,-5516,124,162,-5965,3,-2,-2,8127,0,0,0,-2,0,0,-1,1,2,0,0,0,0,0,0,-2,1,4,0,3,1,0,0,0,0,0,1,2,2,2,0,0,0,0,265,260,270,273,0,0,0,0,265,262,269,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-103,0,0,-2,-5516,124,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04999443946356411,0.004661223966395374,1.6491038812662522,0,0,0,"","","",NaN,NaN,NaN,NaN
2576,14730585,-12,0,0,10000,1519,310,2,-4,-10,3,-11,-3,-23,130,-2043,-142,236,-1871,158,159,158,158,-5516,124,162,-5965,4,-1,-4,8127,0,0,0,-2,0,0,-1,1,2,0,0,0,0,0,0,-1,2,4,0,3,1,0,0,0,0,0,1,2,2,2,0,0,0,0,265,260,270,273,0,0,0,0,265,260,269,274,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-103,0,0,-2,-5516,124,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04999443946356411,0.004661223966395374,1.6491038812662522,0,0,0,"","","",NaN,NaN,NaN,NaN
2580,14732601,-12,0,0,10000,1522,282,-1,1,-9,6,0,-10,-30,145,-2027,-11,91,-2189,158,159,159,158,-5516,124,162,-5965,3,-1,-4,8127,0,0,0,-2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,1,2,2,2,0,0,0,0,265,260,270,273,0,0,0,0,263,260,272,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-103,0,0,-2,-5516,124,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04999443946356411,0.004661223966395374,1.6491038812662522,0,0,0,"","","",NaN,NaN,NaN,NaN
2584,14734617,-12,0,0,10000,1522,282,-1,2,-3,1,-1,2,-29,148,-2014,-109,37,-2256,158,158,158,158,-5516,124,162,-5965,3,0,-4,8127,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,1,2,2,2,0,0,0,0,265,260,270,273,0,0,0,0,265,260,271,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-103,0,0,-2,-5516,124,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04999443946356411,0.004661223966395374,1.6491038812662522,0,0,0,"","","",NaN,NaN,NaN,NaN
2588,14736633,-12,0,0,10000,1522,282,-2,3,5,-12,-4,11,-20,132,-2022,-95,190,-2064,159,158,158,158,-5516,124,162,-5965,3,1,-2,8127,0,0,0,-2,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,-2,2,0,1,0,0,0,0,0,1,2,2,2,0,0,0,0,265,260,270,273,0,0,0,0,265,260,269,274,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-103,0,0,-2,-5516,124,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04999443946356411,0.004661223966395374,1.6491038812662522,0,0,0,"","","",NaN,NaN,NaN,NaN
2592,14738649,-12,0,0,10000,1522,282,-2,3,8,1,7,16,-10,114,-2039,-30,-2,-1848,159,158,158,159,-5516,124,162,-5965,1,1,0,8127,0,0,0,-2,0,0,0,-1,-2,0,0,0,0,0,0,0,-1,-3,2,0,1,2,0,0,0,0,1,2,2,2,0,0,0,0,265,260,270,273,0,0,0,0,266,260,269,271,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-103,0,0,-2,-5516,124,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04999443946356411,0.004661223966395374,1.6491038812662522,0,0,0,"","","",NaN,NaN,NaN,NaN
2596,14740665,-12,0,0,10000,1522,282,2,7,10,11,7,8,-6,94,-2046,115,168,-1874,160,158,158,158,-5516,124,162,-5965,1,3,2,8127,0,0,0,-2,0,0,-1,-1,-2,0,0,0,0,0,0,-2,-3,-4,5,0,1,1,0,0,0,0,1,1,2,2,0,0,0,0,265,260,270,273,0,0,0,0,263,259,271,275,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-103,0,0,-2,-5516,124,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04999443946356411,0.004661223966395374,1.6491038812662522,0,0,0,"","","",NaN,NaN,NaN,NaN
2600,14742681,-12,0,0,10000,1522,282,2,3,11,2,-1,15,5,79,-2043,-119,-61,-2113,159,158,158,159,-5516,124,162,-5965,2,3,3,8127,0,0,0,-2,0,0,-1,-1,-3,0,0,0,0,0,0,-1,-1,-4,4,0,0,1,0,0,0,0,1,1,2,2,0,0,0,0,265,260,270,272,0,0,0,0,265,262,271,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-103,0,0,-2,-5516,124,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04999443946356411,0.004661223966395374,1.6491038812662522,0,0,0,"","","",NaN,NaN,NaN,NaN
2604,14744697,-12,0,0,10000,1522,282,2,2,6,-2,2,-7,6,69,-2044,60,36,-2231,159,158,158,158,-5516,124,162,-5965,2,2,4,8127,0,0,0,-2,0,0,-1,-1,-1,0,0,0,0,0,0,-2,-1,-3,2,0,0,1,0,0,0,0,2,1,1,2,0,0,0,0,265,260,270,272,0,0,0,0,263,260,268,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-103,0,0,-2,-5516,124,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04999443946356411,0.004661223966395374,1.6491038812662522,0,0,0,"","","",NaN,NaN,NaN,NaN
2608,14746713,-12,0,0,10000,1522,282,3,-1,1,0,1,1,6,68,-2040,-27,84,-2103,159,159,158,158,-5516,124,162,-5965,2,1,3,8127,0,0,0,-2,0,0,-1,0,0,0,0,0,0,0,0,-2,0,-1,2,2,0,0,0,0,0,0,2,1,1,2,0,0,0,0,265,260,270,272,0,0,0,0,263,259,269,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-103,0,0,-2,-5516,124,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04999443946356411,0.004661223966395374,1.6491038812662522,0,0,0,"","","",NaN,NaN,NaN,NaN
2612,14748729,-12,0,0,10000,1522,282,8,-4,-3,6,-9,-12,1,81,-2039,-76,241,-2128,159,160,158,158,-5516,124,162,-5965,3,1,2,8127,0,0,0,-2,0,0,-2,1,1,0,0,0,0,0,0,-4,2,1,2,4,0,1,0,0,0,0,2,1,1,1,0,0,0,0,265,260,270,272,0,0,0,0,266,259,269,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-103,0,0,-2,-5516,124,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04999443946356411,0.004661223966395374,1.6491038812662522,0,0,0,"","","",NaN,NaN,NaN,NaN
2616,14750746,-12,0,0,10000,1522,282,5,0,-8,-5,3,-6,-3,97,-2037,-167,176,-2344,159,159,158,158,-5516,124,162,-5965,3,0,-1,8127,0,0,0,-2,0,0,-1,0,2,0,0,0,0,0,0,-3,0,3,2,3,1,0,0,0,0,0,2,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,266,259,269,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-103,0,0,-2,-5516,124,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04999443946356411,0.004661223966395374,1.6491038812662522,0,0,0,"","","",NaN,NaN,NaN,NaN
2620,14752761,-12,0,0,10000,1519,317,4,-9,-11,-3,-13,-13,-11,115,-2036,-70,280,-2006,158,160,158,158,-5516,123,162,-5965,3,-1,-2,8127,0,0,0,-2,0,0,-1,2,2,0,0,0,0,0,0,-2,4,4,0,6,1,0,0,0,0,0,2,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,263,262,271,274,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-103,0,0,-2,-5516,123,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04982724302759724,0.0048418518280599395,1.6491042636096773,0,0,0,"","","",NaN,NaN,NaN,NaN
2624,14754777,-12,0,0,10000,1519,317,4,-3,-10,1,-10,-6,-20,132,-2024,-43,89,-1893,158,159,158,158,-5516,123,162,-5965,3,-1,-4,8127,0,0,0,-2,0,0,-1,1,2,0,0,0,0,0,0,-2,1,4,1,4,1,0,0,0,0,0,1,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,268,260,269,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-103,0,0,-2,-5516,123,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04982724302759724,0.0048418518280599395,1.6491042636096773,0,0,0,"","","",NaN,NaN,NaN,NaN
2628,14756793,-12,0,0,10000,1519,317,-1,1,-8,-3,4,-17,-25,141,-2016,-135,14,-2221,158,159,159,158,-5516,123,162,-5965,2,-1,-4,8127,0,0,0,-2,0,0,0,0,2,0,0,0,0,0,0,0,-1,3,1,2,2,0,0,0,0,0,1,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,263,260,268,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-104,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-104,0,0,-2,-5516,123,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04982724302759724,0.0048418518280599395,1.6491042636096773,0,0,0,"","","",NaN,NaN,NaN,NaN
2632,14758809,-12,0,0,10000,1519,317,-3,8,1,-18,28,10,-20,136,-2021,-196,14,-2118,159,158,159,158,-5516,123,162,-5965,1,0,-3,8127,0,0,0,-2,0,0,0,-2,0,0,0,0,0,0,0,0,-3,0,3,0,2,0,0,0,0,0,1,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,266,260,268,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-104,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-104,0,0,-2,-5516,123,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04982724302759724,0.0048418518280599395,1.6491042636096773,0,0,0,"","","",NaN,NaN,NaN,NaN
2636,14760825,-12,0,0,10000,1519,317,-1,0,4,-8,12,3,-16,125,-2029,-52,81,-2228,158,158,158,158,-5516,123,162,-5965,0,0,-1,8127,0,0,0,-2,0,0,0,0,-1,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,265,260,268,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-104,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-104,0,0,-2,-5516,123,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04982724302759724,0.0048418518280599395,1.6491042636096773,0,0,0,"","","",NaN,NaN,NaN,NaN
2640,14762841,-12,0,0,10000,1519,317,4,8,10,14,-1,21,-7,107,-2034,-30,-40,-2229,160,158,158,158,-5516,124,162,-5965,0,2,1,8127,0,0,0,-2,0,0,-1,-2,-2,0,0,0,0,0,0,-2,-3,-4,4,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,263,262,271,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-104,14712228,1405,-3073,-98,1405,-3072,-98,0,0,-2,2,1,5,0,0,1,0,0,10,-5515,126,88,-5967,1405,-3073,-104,0,0,-2,-5516,124,162,-5965,0,-3,57,5,11,-8,0,0,0,0,1,7,0,1,1,-0.04999443946356411,0.004661223966395374,1.6491038812662522,0,0,0,"","","",NaN,NaN,NaN,NaN
2644,14764857,-12,0,0,10000,1519,317,-2,3,11,-8,0,2,0,87,-2041,63,245,-2119,159,158,158,159,-5515,123,162,-5966,0,2,3,8127,0,0,0,-2,0,0,0,-1,-3,0,0,0,0,0,0,0,-1,-4,3,0,1,2,0,0,0,0,2,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,266,259,268,271,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14762217,1405,-3073,-98,1405,-3072,-98,0,0,-2,-2,4,3,0,0,1,0,0,10,-5497,122,1,-5985,1405,-3073,-103,0,0,-2,-5515,123,162,-5966,0,-3,57,4,12,-9,0,0,0,0,1,7,0,1,1,-0.04982842249272087,0.0048332216264414755,1.6494655002891325,0,0,0,"","","",NaN,NaN,NaN,NaN
2648,14766873,-12,0,0,10000,1519,317,3,0,12,3,-8,22,7,72,-2040,-148,77,-1982,160,158,158,159,-5515,123,162,-5966,0,2,4,8127,0,0,0,-2,0,0,-1,0,-3,0,0,0,0,0,0,-2,0,-5,4,0,0,3,0,0,0,0,2,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,265,260,268,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14762217,1405,-3073,-98,1405,-3072,-98,0,0,-2,-2,4,3,0,0,1,0,0,9,-5497,122,1,-5985,1405,-3073,-103,0,0,-2,-5515,123,162,-5966,0,-3,57,4,12,-9,0,0,0,0,1,7,0,1,1,-0.04982842249272087,0.0048332216264414755,1.6494655002891325,0,0,0,"","","",NaN,NaN,NaN,NaN
2652,14768889,-12,0,0,10000,1519,317,4,2,6,7,-15,3,8,64,-2039,68,180,-1901,159,158,158,158,-5515,123,162,-5966,0,2,4,8127,0,0,0,-2,0,0,-1,0,-1,0,0,0,0,0,0,-2,-1,-2,3,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,265,260,269,272,0,0,0,0,265,260,269,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14762217,1405,-3073,-98,1405,-3072,-98,0,0,-2,-2,4,3,0,0,1,0,0,9,-5497,122,1,-5985,1405,-3073,-103,0,0,-2,-5515,123,162,-5966,0,-3,57,4,12,-9,0,0,0,0,1,7,0,1,1,-0.04982842249272087,0.0048332216264414755,1.6494655002891325,0,0,0,"","","",NaN,NaN,NaN,NaN
2656,14770905,-12,0,0,10000,1519,317,5,-2,2,-3,16,0,5,69,-2040,4,64,-2150,159,159,158,158,-5515,123,162,-5966,1,0,3,8127,0,0,0,-2,0,0,-2,0,0,0,0,0,0,0,0,-3,1,-1,2,2,0,1,0,0,0,0,2,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,263,260,268,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14762217,1405,-3073,-98,1405,-3072,-98,0,0,-2,-2,4,3,0,0,1,0,0,9,-5497,122,1,-5985,1405,-3073,-103,0,0,-2,-5515,123,162,-5966,0,-3,57,4,12,-9,0,0,0,0,1,7,0,1,1,-0.04982842249272087,0.0048332216264414755,1.6494655002891325,0,0,0,"","","",NaN,NaN,NaN,NaN
2660,14772921,-12,0,0,10000,1528,439,1,-4,-5,2,-9,-9,2,79,-2042,-30,198,-2027,158,159,158,158,-5515,123,162,-5966,0,0,1,8127,0,0,0,-2,0,0,-1,1,1,0,0,0,0,0,0,-1,2,2,0,2,0,0,0,0,0,0,2,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,266,260,268,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14762217,1405,-3073,-98,1405,-3072,-98,0,0,-2,-2,4,3,0,0,1,0,0,9,-5497,122,1,-5985,1405,-3073,-103,0,0,-2,-5515,123,162,-5966,0,-3,57,4,12,-9,0,0,0,0,1,7,0,1,1,-0.04982842249272087,0.0048332216264414755,1.6494655002891325,0,0,0,"","","",NaN,NaN,NaN,NaN
2664,14774937,-12,0,0,10000,1528,439,8,-2,-7,12,2,-7,-4,97,-2043,64,204,-1899,159,160,158,158,-5515,123,162,-5966,1,-1,-1,8127,0,0,0,-2,0,0,-2,1,2,0,0,0,0,0,0,-4,1,3,2,5,0,0,0,0,0,0,2,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,265,259,268,271,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14762217,1405,-3073,-98,1405,-3072,-98,0,0,-2,-2,4,3,0,0,1,0,0,9,-5497,122,1,-5985,1405,-3073,-103,0,0,-2,-5515,123,162,-5966,0,-3,57,4,12,-9,0,0,0,0,1,7,0,1,1,-0.04982842249272087,0.0048332216264414755,1.6494655002891325,0,0,0,"","","",NaN,NaN,NaN,NaN
2668,14776953,-12,0,0,10000,1528,439,2,-4,-13,5,-2,-20,-13,119,-2031,-64,199,-1906,158,160,159,158,-5515,123,162,-5965,0,-2,-3,8127,0,0,0,-2,0,0,-1,1,3,0,0,0,0,0,0,-1,2,5,0,4,2,0,0,0,0,0,2,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,265,260,268,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14762217,1405,-3073,-98,1405,-3072,-98,0,0,-2,-2,4,3,0,0,1,0,0,9,-5497,122,1,-5985,1405,-3073,-103,0,0,-2,-5515,123,162,-5965,0,-3,57,4,12,-9,0,0,0,0,1,7,0,1,1,-0.04982352231651889,0.004836946028951887,1.6491183942785599,0,0,0,"","","",NaN,NaN,NaN,NaN
2672,14778969,-12,0,0,10000,1528,439,7,-6,-7,11,-13,-2,-22,129,-2022,59,198,-1992,158,159,158,158,-5516,123,162,-5965,1,-2,-4,8127,0,0,0,-2,0,0,-2,1,2,0,0,0,0,0,0,-3,2,3,0,4,0,0,0,0,0,0,2,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,266,259,271,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14762217,1405,-3073,-98,1405,-3072,-98,0,0,-2,-2,4,3,0,0,1,0,0,9,-5497,122,1,-5985,1405,-3073,-103,0,0,-2,-5516,123,162,-5965,0,-3,57,4,12,-9,0,0,0,0,1,7,0,1,1,-0.04982724302759724,0.0048418518280599395,1.6491042636096773,0,0,0,"","","",NaN,NaN,NaN,NaN
2676,14780985,-12,0,0,10000,1528,439,-1,-4,-7,-1,-21,-2,-25,132,-2024,88,89,-2150,158,159,158,159,-5516,123,162,-5965,-1,-1,-4,8127,0,0,0,-2,0,0,0,1,2,0,0,0,0,0,0,0,2,3,0,3,1,1,0,0,0,0,1,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,266,260,268,271,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14762217,1405,-3073,-98,1405,-3072,-98,0,0,-2,-2,4,3,0,0,1,0,0,9,-5497,122,1,-5985,1405,-3073,-103,0,0,-2,-5516,123,162,-5965,0,-3,57,4,12,-9,0,0,0,0,1,7,0,1,1,-0.04982724302759724,0.0048418518280599395,1.6491042636096773,0,0,0,"","","",NaN,NaN,NaN,NaN
2680,14783001,-12,0,0,10000,1528,439,1,2,1,9,2,8,-26,127,-2030,-44,158,-1994,158,158,158,158,-5516,123,162,-5965,-1,-1,-3,8127,0,0,0,-2,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,265,259,269,275,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14762217,1405,-3073,-98,1405,-3072,-98,0,0,-2,-2,4,3,0,0,1,0,0,9,-5497,122,1,-5985,1405,-3073,-103,0,0,-2,-5516,123,162,-5965,0,-3,57,4,12,-9,0,0,0,0,1,7,0,1,1,-0.04982724302759724,0.0048418518280599395,1.6491042636096773,0,0,0,"","","",NaN,NaN,NaN,NaN
2684,14785017,-12,0,0,10000,1528,439,0,4,4,-1,5,9,-17,114,-2044,-16,3,-2075,159,158,158,158,-5516,123,162,-5965,-1,0,-1,8127,0,0,0,-2,0,0,0,-1,-1,0,0,0,0,0,0,-1,-2,-2,2,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,263,260,268,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14762217,1405,-3073,-98,1405,-3072,-98,0,0,-2,-2,4,3,0,0,1,0,0,9,-5497,122,1,-5985,1405,-3073,-103,0,0,-2,-5516,123,162,-5965,0,-3,57,4,12,-9,0,0,0,0,1,7,0,1,1,-0.04982724302759724,0.0048418518280599395,1.6491042636096773,0,0,0,"","","",NaN,NaN,NaN,NaN
2688,14787033,-12,0,0,10000,1528,439,1,7,11,3,8,16,-15,93,-2047,113,38,-2031,160,158,159,158,-5515,123,162,-5965,-1,1,1,8127,0,0,0,-2,0,0,-1,-2,-2,0,0,0,0,0,0,-1,-3,-4,5,0,2,1,0,0,0,0,2,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,265,260,269,274,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14762217,1405,-3073,-98,1405,-3072,-98,0,0,-2,-2,4,3,0,0,1,0,0,9,-5497,122,1,-5985,1405,-3073,-103,0,0,-2,-5515,123,162,-5965,0,-3,57,4,12,-9,0,0,0,0,1,7,0,1,1,-0.04982352231651889,0.004836946028951887,1.6491183942785599,0,0,0,"","","",NaN,NaN,NaN,NaN
2692,14789049,-12,0,0,10000,1528,439,2,2,8,2,4,2,-5,81,-2047,-56,0,-2019,159,158,158,158,-5515,123,162,-5966,-1,1,3,8127,0,0,0,-2,0,0,-1,0,-2,0,0,0,0,0,0,-1,-1,-3,2,0,0,1,0,0,0,0,2,2,1,1,0,0,0,0,265,260,269,272,0,0,0,0,266,259,271,269,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14762217,1405,-3073,-98,1405,-3072,-98,0,0,-2,-2,4,3,0,0,1,0,0,9,-5497,122,1,-5985,1405,-3073,-103,0,0,-2,-5515,123,162,-5966,0,-3,57,4,12,-9,0,0,0,0,1,7,0,1,1,-0.04982842249272087,0.0048332216264414755,1.6494655002891325,0,0,0,"","","",NaN,NaN,NaN,NaN
2696,14791065,-12,0,0,10000,1528,439,2,5,10,4,-8,11,-2,68,-2044,139,144,-1992,159,158,158,158,-5515,123,162,-5966,-1,2,3,8127,0,0,0,-2,0,0,-1,-1,-2,0,0,0,0,0,0,-2,-2,-4,4,0,1,1,0,0,0,0,2,1,1,1,0,0,0,0,265,260,269,272,0,0,0,0,265,260,269,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14762217,1405,-3073,-98,1405,-3072,-98,0,0,-2,-2,4,3,0,0,1,0,0,9,-5497,122,1,-5985,1405,-3073,-103,0,0,-2,-5515,123,162,-5966,0,-3,57,4,12,-9,0,0,0,0,1,7,0,1,1,-0.04982842249272087,0.0048332216264414755,1.6494655002891325,0,0,0,"","","",NaN,NaN,NaN,NaN
2700,14793081,-12,0,0,10000,1518,282,4,-2,3,7,-2,-8,0,72,-2049,-5,62,-1822,159,159,158,158,-5515,123,162,-5966,0,1,3,8127,0,0,0,-2,0,0,-1,0,-1,0,0,0,0,0,0,-2,1,-1,2,2,0,1,0,0,0,0,2,1,1,1,0,0,0,0,265,260,269,272,0,0,0,0,263,260,269,272,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14762217,1405,-3073,-98,1405,-3072,-98,0,0,-2,-2,4,3,0,0,1,0,0,9,-5497,122,1,-5985,1405,-3073,-103,0,0,-2,-5515,123,162,-5966,0,-3,57,4,12,-9,0,0,0,0,1,7,0,1,1,-0.04982842249272087,0.0048332216264414755,1.6494655002891325,0,0,0,"","","",NaN,NaN,NaN,NaN
2704,14795097,-12,0,0,10000,1518,282,2,-1,0,7,-2,-7,0,74,-2053,-99,246,-1917,158,159,158,158,-5515,123,162,-5966,0,0,2,8127,0,0,0,-2,0,0,-1,0,0,0,0,0,0,0,0,-2,1,0,1,2,0,0,0,0,0,0,2,1,1,1,0,0,0,0,265,260,269,272,0,0,0,0,265,259,269,274,0,0,0,0,0,0,0,0,0,0,0,0,1405,-3073,-103,14762217,1405,-3073,-98,1405,-3072,-98,0,0,-2,-2,4,3,0,0,1,0,0,9,-5497,122,1,-5985,1405,-3073,-103,0,0,-2,-5515,123,162,-5966,0,-3,57,4,12,-9,0,0,0,0,1,7,0,1,1,-0.04982842249272087,0.0048332216264414755,1.6494655002891325,0,0,0,"","","",NaN,NaN,NaN,NaN
